# lemma	present	past	past-participle	present-participle	imperative  ("-" = productive default)
terugloop	-	-	teruggeloop	-	-
teruglê	-	-	teruggelê	-	-
terugneem	-	-	teruggeneem	-	-
terugontvang	-	-	terugontvang	-	-
terugplaas	-	-	teruggeplaas	-	-
terugploeg	-	-	teruggeploeg	-	-
terugploeë	-	-	teruggeploeë	-	-
terugplons	-	-	teruggeplons	-	-
terugreis	-	-	teruggereis	-	-
terugroei	-	-	teruggeroei	-	-
terugroep	-	-	teruggeroep	-	-
terugrol	-	-	teruggerol	-	-
terugry	-	-	teruggery	-	-
terugsak	-	-	teruggesak	-	-
terugseil	-	-	teruggeseil	-	-
terugsien	-	-	teruggesien	-	-
terugsit	-	-	teruggesit	-	-
terugskakel	-	-	teruggeskakel	-	-
terugskiet	-	-	teruggeskiet	-	-
terugskou	-	-	teruggeskou	-	-
terugskrik	-	-	teruggeskrik	-	-
terugskryf	-	-	teruggeskryf	-	-
terugskrywe	-	-	teruggeskrywe	-	-
terugskuif	-	-	teruggeskuif	-	-
terugskuiwe	-	-	teruggeskuiwe	-	-
terugslaan	-	-	teruggeslaan	-	-
terugsny	-	-	teruggesny	-	-
terugspeel	-	-	teruggespeel	-	-
terugspoel	-	-	teruggespoel	-	-
terugspoor	-	-	teruggespoor	-	-
terugspring	-	-	teruggespring	-	-
terugstaan	-	-	teruggestaan	-	-
terugstamp	-	-	teruggestamp	-	-
terugsteek	-	-	teruggesteek	-	-
terugstoot	-	-	teruggestoot	-	-
terugstort	-	-	teruggestort	-	-
terugstrompel	-	-	teruggestrompel	-	-
terugstroom	-	-	teruggestroom	-	-
terugstuit	-	-	teruggestuit	-	-
terugstuur	-	-	teruggestuur	-	-
terugswaai	-	-	teruggeswaai	-	-
terugswem	-	-	teruggeswem	-	-
terugsê	-	-	teruggesê	-	-
terugtrap	-	-	teruggetrap	-	-
terugtree	-	-	teruggetree	-	-
terugtrek	-	-	teruggetrek	-	-
terugval	-	-	teruggeval	-	-
terugveg	-	-	teruggeveg	-	-
terugverlang	-	-	terugverlang	-	-
terugvertaal	-	-	terugvertaal	-	-
terugvervoer	-	-	terugvervoer	-	-
terugverwys	-	-	terugverwys	-	-
terugvind	-	-	teruggevind	-	-
terugvlieg	-	-	teruggevlieg	-	-
terugvloei	-	-	teruggevloei	-	-
terugvoer	-	-	teruggevoer	-	-
terugvorder	-	-	teruggevorder	-	-
terugvou	-	-	teruggevou	-	-
terugvra	-	-	teruggevra	-	-
terugwaai	-	-	teruggewaai	-	-
terugwen	-	-	teruggewen	-	-
terugwerk	-	-	teruggewerk	-	-
terugwerp	-	-	teruggewerp	-	-
terugwip	-	-	teruggewip	-	-
terugwyk	-	-	teruggewyk	-	-
terugwys	-	-	teruggewys	-	-
teweegbring	-	-	teweeggebring	-	-
teë-eet	-	-	teëgeëet	-	-
teëgaan	-	-	teëgegaan	-	-
teëhou	-	-	teëgehou	-	-
teëkap	-	-	teëgekap	-	-
teëkom	-	-	teëgekom	-	-
teëlag	-	-	teëgelag	-	-
teëloop	-	-	teëgeloop	-	-
teëmaak	-	-	teëgemaak	-	-
teëpraat	-	-	teëgepraat	-	-
teësit	-	-	teëgesit	-	-
teëspartel	-	-	teëgespartel	-	-
teëspreek	-	-	teëgespreek	-	-
teëstaan	-	-	teëgestaan	-	-
teëstem	-	-	teëgestem	-	-
teëstribbel	-	-	teëgestribbel	-	-
teëval	-	-	teëgeval	-	-
teëwerk	-	-	teëgewerk	-	-
teëwerp	-	-	teëgewerp	-	-
tik	-	-	-	tikkende	-
toebedeel	-	-	toebedeel	-	-
toebehoort	-	-	toebehoort	-	-
toeberei	-	-	toeberei	-	-
toebetrou	-	-	toebetrou	-	-
toebid	-	-	toegebid	-	-
toebind	-	-	toegebind	-	-
toeblaf	-	-	toegeblaf	-	-
toeblok	-	-	toegeblok	-	-
toebou	-	-	toegebou	-	-
toebring	-	-	toegebring	-	-
toebrul	-	-	toegebrul	-	-
toebuig	-	-	toegebuig	-	-
toebyt	-	-	toegebyt	-	-
toedam	-	-	toegedam	-	-
toedeel	-	-	toegedeel	-	-
toedek	-	-	toegedek	-	-
toedien	-	-	toegedien	-	-
toedig	-	-	toegedig	-	-
toedoen	-	-	toegedoen	-	-
toedra	-	-	toegedra	-	-
toedraad	-	-	toegedraad	-	-
toedraai	-	-	toegedraai	-	-
toedrink	-	-	toegedrink	-	-
toedruk	-	-	toegedruk	-	-
toefluit	-	-	toegefluit	-	-
toegaan	-	-	toegegaan	-	-
toegee	-	-	toegegee	-	-
toegespe	-	-	toegegespe	-	-
toegooi	-	-	toegegooi	-	-
toegrendel	-	-	toegegrendel	-	-
toegroei	-	-	toegegroei	-	-
toegryns	-	-	toegegryns	-	-
toehaak	-	-	toegehaak	-	-
toehoor	-	-	toegehoor	-	-
toehou	-	-	toegehou	-	-
toejuig	-	-	toegejuig	-	-
toekamp	-	-	toegekamp	-	-
toekap	-	-	toegekap	-	-
toekeer	-	-	toegekeer	-	-
toeken	-	-	toegeken	-	-
toeklap	-	-	toegeklap	-	-
toeknik	-	-	toegeknik	-	-
toeknip	-	-	toegeknip	-	-
toeknoop	-	-	toegeknoop	-	-
toeknyp	-	-	toegeknyp	-	-
toekom	-	-	toegekom	-	-
toekry	-	-	toegekry	-	-
toekurk	-	-	toegekurk	-	-
toekyk	-	-	toegekyk	-	-
toelaat	-	-	toegelaat	-	-
toelag	-	-	toegelag	-	-
toelak	-	-	toegelak	-	-
toelig	-	-	toegelig	-	-
toelonk	-	-	toegelonk	-	-
toeloop	-	-	toegeloop	-	-
toeluister	-	-	toegeluister	-	-
toelê	-	-	toegelê	-	-
toemaak	-	-	toegemaak	-	-
toemeet	-	-	toegemeet	-	-
toemessel	-	-	toegemessel	-	-
toenaai	-	-	toegenaai	-	-
toeneem	-	-	toegeneem	-	-
toepak	-	-	toegepak	-	-
toepas	-	-	toegepas	-	-
toeplak	-	-	toegeplak	-	-
toepleister	-	-	toegepleister	-	-
toeploeg	-	-	toegeploeg	-	-
toeprop	-	-	toegeprop	-	-
toereik	-	-	toegereik	-	-
toereken	-	-	toegereken	-	-
toeroep	-	-	toegeroep	-	-
toeroes	-	-	toegeroes	-	-
toerol	-	-	toegerol	-	-
toerus	-	-	toegerus	-	-
toeryg	-	-	toegeryg	-	-
toesak	-	-	toegesak	-	-
toesend	-	-	toegesend	-	-
toesien	-	-	toegesien	-	-
toesing	-	-	toegesing	-	-
toesit	-	-	toegesit	-	-
toeskiet	-	-	toegeskiet	-	-
toeskree	-	-	toegeskree	-	-
toeskreeu	-	-	toegeskreeu	-	-
toeskroef	-	-	toegeskroef	-	-
toeskroei	-	-	toegeskroei	-	-
toeskroewe	-	-	toegeskroewe	-	-
toeskryf	-	-	toegeskryf	-	-
toeskrywe	-	-	toegeskrywe	-	-
toeskuif	-	-	toegeskuif	-	-
toeskuiwe	-	-	toegeskuiwe	-	-
toeskyn	-	-	toegeskyn	-	-
toeslaan	-	-	toegeslaan	-	-
toeslik	-	-	toegeslik	-	-
toesluit	-	-	toegesluit	-	-
toesmeer	-	-	toegesmeer	-	-
toesnel	-	-	toegesnel	-	-
toesnoer	-	-	toegesnoer	-	-
toesnou	-	-	toegesnou	-	-
toespan	-	-	toegespan	-	-
toespeld	-	-	toegespeld	-	-
toespits	-	-	toegespits	-	-
toespreek	-	-	toegespreek	-	-
toespyker	-	-	toegespyker	-	-
toestaan	-	-	toegestaan	-	-
toesteek	-	-	toegesteek	-	-
toestem	-	-	toegestem	-	-
toestop	-	-	toegestop	-	-
toestorm	-	-	toegestorm	-	-
toestroom	-	-	toegestroom	-	-
toestuur	-	-	toegestuur	-	-
toeswaai	-	-	toegeswaai	-	-
toeswel	-	-	toegeswel	-	-
toesê	-	-	toegesê	-	-
toetakel	-	-	toegetakel	-	-
toetas	-	-	toegetas	-	-
toetrap	-	-	toegetrap	-	-
toetree	-	-	toegetree	-	-
toetrek	-	-	toegetrek	-	-
toetsbestuur	-	-	toetsbestuur	-	-
toeval	-	-	toegeval	-	-
toevertrou	-	-	toevertrou	-	-
toevoeg	-	-	toegevoeg	-	-
toevoer	-	-	toegevoer	-	-
toevou	-	-	toegevou	-	-
toevries	-	-	toegevries	-	-
toewaai	-	-	toegewaai	-	-
toewend	-	-	toegewend	-	-
toewens	-	-	toegewens	-	-
toewerk	-	-	toegewerk	-	-
toewerp	-	-	toegewerp	-	-
toewikkel	-	-	toegewikkel	-	-
toewink	-	-	toegewink	-	-
toewuif	-	-	toegewuif	-	-
toewy	-	-	toegewy	-	-
toewys	-	-	toegewys	-	-
toeys	-	-	toegeys	-	-
toeëien	-	-	toegeëien	-	-
toneelspeel	-	-	toneelgespeel	-	-
toon	-	-	-	tonende	-
toulei	-	-	tougelei	-	-
touspring	-	-	tougespring	-	-
toustaan	-	-	tougestaan	-	-
toutrek	-	-	tougetrek	-	-
trek	-	-	-	trekkende	-
trustaan	-	-	trugestaan	-	-
tuinmaak	-	-	tuingemaak	-	-
tuisbly	-	-	tuisgebly	-	-
tuisbring	-	-	tuisgebring	-	-
tuisgaan	-	-	tuisgegaan	-	-
tuishoort	-	-	tuisgehoort	-	-
tuiskom	-	-	tuisgekom	-	-
tuismaak	-	-	tuisgemaak	-	-
tussenplaas	-	-	tussengeplaas	-	-
tussenvoeg	-	-	tussengevoeg	-	-
uitasem	-	-	uitgeasem	-	-
uitbagger	-	-	uitgebagger	-	-
uitbak	-	-	uitgebak	-	-
uitbaklei	-	-	uitbaklei	-	-
uitbalanseer	-	-	uitgebalanseer	-	-
uitban	-	-	uitgeban	-	-
uitbars	-	-	uitgebars	-	-
uitbasuin	-	-	uitbasuin	-	-
uitbeeld	-	-	uitgebeeld	-	-
uitbeitel	-	-	uitgebeitel	-	-
uitbestee	-	-	uitbestee	-	-
uitbetaal	-	-	uitbetaal	-	-
uitbeweeg	-	-	uitbeweeg	-	-
uitblaas	-	-	uitgeblaas	-	-
uitblaker	-	-	uitgeblaker	-	-
uitbleik	-	-	uitgebleik	-	-
uitbliksem	-	-	uitgebliksem	-	-
uitblink	-	-	uitgeblink	-	-
uitbloei	-	-	uitgebloei	-	-
uitblom	-	-	uitgeblom	-	-
uitblus	-	-	uitgeblus	-	-
uitbly	-	-	uitgebly	-	-
uitblêr	-	-	uitgeblêr	-	-
uitboender	-	-	uitgeboender	-	-
uitboer	-	-	uitgeboer	-	-
uitbol	-	-	uitgebol	-	-
uitboor	-	-	uitgeboor	-	-
uitborrel	-	-	uitgeborrel	-	-
uitborsel	-	-	uitgeborsel	-	-
uitbot	-	-	uitgebot	-	-
uitbou	-	-	uitgebou	-	-
uitboul	-	-	uitgeboul	-	-
uitbraai	-	-	uitgebraai	-	-
uitbraak	-	-	uitgebraak	-	-
uitbrand	-	-	uitgebrand	-	-
uitbreek	-	-	uitgebreek	-	-
uitbrei	-	-	uitgebrei	-	-
uitbring	-	-	uitgebring	-	-
uitbroei	-	-	uitgebroei	-	-
uitbrul	-	-	uitgebrul	-	-
uitbuig	-	-	uitgebuig	-	-
uitbuit	-	-	uitgebuit	-	-
uitbulder	-	-	uitgebulder	-	-
uitbult	-	-	uitgebult	-	-
uitbyt	-	-	uitgebyt	-	-
uitcheck	-	-	uitgecheck	-	-
uitdaag	-	-	uitgedaag	-	-
uitdeel	-	-	uitgedeel	-	-
uitdelg	-	-	uitgedelg	-	-
uitdien	-	-	uitgedien	-	-
uitdiep	-	-	uitgediep	-	-
uitdink	-	-	uitgedink	-	-
uitdolf	-	-	uitgedolf	-	-
uitdolwe	-	-	uitgedolwe	-	-
uitdonder	-	-	uitgedonder	-	-
uitdoof	-	-	uitgedoof	-	-
uitdop	-	-	uitgedop	-	-
uitdor	-	-	uitgedor	-	-
uitdors	-	-	uitgedors	-	-
uitdos	-	-	uitgedos	-	-
uitdra	-	-	uitgedra	-	-
uitdraai	-	-	uitgedraai	-	-
uitdraf	-	-	uitgedraf	-	-
uitdring	-	-	uitgedring	-	-
uitdrink	-	-	uitgedrink	-	-
uitdroog	-	-	uitgedroog	-	-
uitdroë	-	-	uitgedroë	-	-
uitdruk	-	-	uitgedruk	-	-
uitdryf	-	-	uitgedryf	-	-
uitdrywe	-	-	uitgedrywe	-	-
uitduik	-	-	uitgeduik	-	-
uitdun	-	-	uitgedun	-	-
uitdwing	-	-	uitgedwing	-	-
uitdy	-	-	uitgedy	-	-
uiteenbars	-	-	uiteengebars	-	-
uiteenbuig	-	-	uiteengebuig	-	-
uiteendryf	-	-	uiteengedryf	-	-
uiteendrywe	-	-	uiteengedrywe	-	-
uiteengaan	-	-	uiteengegaan	-	-
uiteenhaal	-	-	uiteengehaal	-	-
uiteenhou	-	-	uiteengehou	-	-
uiteenja	-	-	uiteengeja	-	-
uiteenjaag	-	-	uiteengejaag	-	-
uiteenjae	-	-	uiteengejae	-	-
uiteenloop	-	-	uiteengeloop	-	-
uiteensit	-	-	uiteengesit	-	-
uiteenskeur	-	-	uiteengeskeur	-	-
uiteenspat	-	-	uiteengespat	-	-
uiteenstuif	-	-	uiteengestuif	-	-
uiteenstuiwe	-	-	uiteengestuiwe	-	-
uiteenval	-	-	uiteengeval	-	-
uiteenvlieg	-	-	uiteengevlieg	-	-
uiteenvloei	-	-	uiteengevloei	-	-
uiteet	-	-	uitgeëet	-	-
uitetter	-	-	uitgeëtter	-	-
uitfaseer	-	-	uitfaseer	-	-
uitflap	-	-	uitgeflap	-	-
uitfoeter	-	-	uitgefoeter	-	-
uitfreak	-	-	uitgefreak	-	-
uitgaan	-	-	uitgegaan	uitgaande	-
uitgalm	-	-	uitgegalm	-	-
uitgee	-	-	uitgegee	-	-
uitgesels	-	-	uitgesels	-	-
uitgier	-	-	uitgegier	-	-
uitgiet	-	-	uitgegiet	-	-
uitgil	-	-	uitgegil	-	-
uitglip	-	-	uitgeglip	-	-
uitgloei	-	-	uitgegloei	-	-
uitgly	-	-	uitgegly	-	-
uitgooi	-	-	uitgegooi	-	-
uitgraaf	-	-	uitgegraaf	-	-
uitgrawe	-	-	uitgegrawe	-	-
uitgroef	-	-	uitgegroef	-	-
uithaak	-	-	uitgehaak	-	-
uithaal	-	-	uitgehaal	-	-
uithak	-	-	uitgehak	-	-
uithamer	-	-	uitgehamer	-	-
uithang	-	-	uitgehang	-	-
uithap	-	-	uitgehap	-	-
uithardloop	-	-	uitgehardloop	-	-
uithark	-	-	uitgehark	-	-
uithel	-	-	uitgehel	-	-
uithelp	-	-	uitgehelp	-	-
uithoes	-	-	uitgehoes	-	-
uithol	-	-	uitgehol	uithollende	-
uithonger	-	-	uitgehonger	-	-
uithoor	-	-	uitgehoor	-	-
uithou	-	-	uitgehou	-	-
uithuil	-	-	uitgehuil	-	-
uithuwelik	-	-	uitgehuwelik	-	-
uithys	-	-	uitgehys	-	-
uitja	-	-	uitgeja	-	-
uitjaag	-	-	uitgejaag	-	-
uitjae	-	-	uitgejae	-	-
uitjou	-	-	uitgejou	-	-
uitkaf	-	-	uitgekaf	-	-
uitkaffer	-	-	uitgekaffer	-	-
uitkak	-	-	uitgekak	-	-
uitkalf	-	-	uitgekalf	-	-
uitkalwe	-	-	uitgekalwe	-	-
uitkalwer	-	-	uitgekalwer	-	-
uitkam	-	-	uitgekam	-	-
uitkamp	-	-	uitgekamp	-	-
uitkanselleer	-	-	uitgekanselleer	-	-
uitkap	-	-	uitgekap	-	-
uitkeep	-	-	uitgekeep	-	-
uitkeer	-	-	uitgekeer	-	-
uitken	-	-	uitgeken	-	-
uitkerf	-	-	uitgekerf	-	-
uitkerwe	-	-	uitgekerwe	-	-
uitkies	-	-	uitgekies	-	-
uitkla	-	-	uitgekla	-	-
uitklaar	-	-	uitgeklaar	-	-
uitklee	-	-	uitgeklee	-	-
uitklim	-	-	uitgeklim	-	-
uitklok	-	-	uitgeklok	-	-
uitklop	-	-	uitgeklop	-	-
uitklouter	-	-	uitgeklouter	-	-
uitknikker	-	-	uitgeknikker	-	-
uitknip	-	-	uitgeknip	-	-
uitknop	-	-	uitgeknop	-	-
uitkoggel	-	-	uitgekoggel	-	-
uitkom	-	-	uitgekom	-	-
uitkontrakteer	-	-	uitgekontrakteer	-	-
uitkook	-	-	uitgekook	-	-
uitkoop	-	-	uitgekoop	-	-
uitkraai	-	-	uitgekraai	-	-
uitkraam	-	-	uitgekraam	-	-
uitkrap	-	-	uitgekrap	-	-
uitkring	-	-	uitgekring	-	-
uitkristalliseer	-	-	uitgekristalliseer	-	-
uitkruip	-	-	uitgekruip	-	-
uitkry	-	-	uitgekry	-	-
uitkryt	-	-	uitgekryt	-	-
uitkwint	-	-	uitgekwint	-	-
uitkyk	-	-	uitgekyk	-	-
uitlaai	-	-	uitgelaai	-	-
uitlaat	-	-	uitgelaat	-	-
uitlag	-	-	uitgelag	-	-
uitlap	-	-	uitgelap	-	-
uitleef	-	-	uitgeleef	-	-
uitleen	-	-	uitgeleen	-	-
uitlees	-	-	uitgelees	-	-
uitlei	-	-	uitgelei	-	-
uitlek	-	-	uitgelek	-	-
uitlewe	-	-	uitgelewe	-	-
uitlewer	-	-	uitgelewer	-	-
uitlig	-	-	uitgelig	-	-
uitlok	-	-	uitgelok	-	-
uitloods	-	-	uitgeloods	-	-
uitloof	-	-	uitgeloof	-	-
uitloog	-	-	uitgeloog	-	-
uitlooi	-	-	uitgelooi	-	-
uitloop	-	-	uitgeloop	-	-
uitloot	-	-	uitgeloot	-	-
uitlos	-	-	uitgelos	-	-
uitlowe	-	-	uitgelowe	-	-
uitlug	-	-	uitgelug	-	-
uitlui	-	-	uitgelui	-	-
uitlê	-	-	uitgelê	-	-
uitmaak	-	-	uitgemaak	-	-
uitmaal	-	-	uitgemaal	-	-
uitmarsjeer	-	-	uitgemarsjeer	-	-
uitmeet	-	-	uitgemeet	-	-
uitmekaarbars	-	-	uitmekaargebars	-	-
uitmekaardryf	-	-	uitmekaargedryf	-	-
uitmekaardrywe	-	-	uitmekaargedrywe	-	-
uitmekaargaan	-	-	uitmekaargegaan	-	-
uitmekaarhaal	-	-	uitmekaargehaal	-	-
uitmekaarhou	-	-	uitmekaargehou	-	-
uitmekaarja	-	-	uitmekaargeja	-	-
uitmekaarjaag	-	-	uitmekaargejaag	-	-
uitmekaarjae	-	-	uitmekaargejae	-	-
uitmekaarkeer	-	-	uitmekaargekeer	-	-
uitmekaarmaak	-	-	uitmekaargemaak	-	-
uitmekaarruk	-	-	uitmekaargeruk	-	-
uitmekaarskeur	-	-	uitgemekaarskeur	-	-
uitmekaarspat	-	-	uitmekaargespat	-	-
uitmekaarspring	-	-	uitmekaargespring	-	-
uitmekaartrek	-	-	uitmekaargetrek	-	-
uitmekaarval	-	-	uitmekaargeval	-	-
uitmelk	-	-	uitgemelk	-	-
uitmergel	-	-	uitgemergel	-	-
uitmerk	-	-	uitgemerk	-	-
uitmis	-	-	uitgemis	-	-
uitmoer	-	-	uitgemoer	-	-
uitmond	-	-	uitgemond	-	-
uitmoor	-	-	uitgemoor	-	-
uitmunt	-	-	uitgemunt	-	-
uitneem	-	-	uitgeneem	-	-
uitneuk	-	-	uitgeneuk	-	-
uitnooi	-	-	uitgenooi	-	-
uitoefen	-	-	uitgeoefen	-	-
uitoorlê	-	-	uitoorlê	-	-
uitpak	-	-	uitgepak	-	-
uitpasseer	-	-	uitgepasseer	-	-
uitpen	-	-	uitgepen	-	-
uitpers	-	-	uitgepers	-	-
uitpeul	-	-	uitgepeul	-	-
uitpieker	-	-	uitgepieker	-	-
uitpik	-	-	uitgepik	-	-
uitplaas	-	-	uitgeplaas	-	-
uitplak	-	-	uitgeplak	-	-
uitplant	-	-	uitgeplant	-	-
uitploeg	-	-	uitgeploeg	-	-
uitpluis	-	-	uitgepluis	-	-
uitpluk	-	-	uitgepluk	-	-
uitplunder	-	-	uitgeplunder	-	-
uitpomp	-	-	uitgepomp	-	-
uitpraat	-	-	uitgepraat	-	-
uitproes	-	-	uitgeproes	-	-
uitpuil	-	-	uitgepuil	-	-
uitput	-	-	uitgeput	-	-
uitpêrel	-	-	uitgepêrel	-	-
uitraak	-	-	uitgeraak	-	-
uitraas	-	-	uitgeraas	-	-
uitrafel	-	-	uitgerafel	-	-
uitrangeer	-	-	uitgerangeer	-	-
uitred	-	-	uitgered	-	-
uitredeneer	-	-	uitgeredeneer	-	-
uitreik	-	-	uitgereik	-	-
uitreis	-	-	uitgereis	-	-
uitrek	-	-	uitgerek	-	-
uitreken	-	-	uitgereken	-	-
uitreën	-	-	uitgereën	-	-
uitrig	-	-	uitgerig	-	-
uitroei	-	-	uitgeroei	-	-
uitroep	-	-	uitgeroep	-	-
uitrol	-	-	uitgerol	-	-
uitrook	-	-	uitgerook	-	-
uitruil	-	-	uitgeruil	-	-
uitruk	-	-	uitgeruk	-	-
uitrus	-	-	uitgerus	-	-
uitry	-	-	uitgery	-	-
uitrys	-	-	uitgerys	-	-
uitsaag	-	-	uitgesaag	-	-
uitsaai	-	-	uitgesaai	-	-
uitsak	-	-	uitgesak	-	-
uitseil	-	-	uitgeseil	-	-
uitsend	-	-	uitgesend	-	-
uitsiek	-	-	uitgesiek	-	-
uitsien	-	-	uitgesien	-	-
uitsif	-	-	uitgesif	-	-
uitsing	-	-	uitgesing	-	-
uitsit	-	-	uitgesit	-	-
uitskakel	-	-	uitgeskakel	-	-
uitskarrel	-	-	uitgeskarrel	-	-
uitskater	-	-	uitgeskater	-	-
uitskeer	-	-	uitgeskeer	-	-
uitskei	-	-	uitgeskei	-	-
uitskeie	-	-	uitgeskeie	-	-
uitskel	-	-	uitgeskel	uitskellende	-
uitskep	-	-	uitgeskep	-	-
uitskets	-	-	uitgeskets	-	-
uitskeur	-	-	uitgeskeur	-	-
uitskiet	-	-	uitgeskiet	-	-
uitskink	-	-	uitgeskink	-	-
uitskoffel	-	-	uitgeskoffel	-	-
uitskop	-	-	uitgeskop	-	-
uitskraap	-	-	uitgeskraap	-	-
uitskree	-	-	uitgeskree	-	-
uitskreeu	-	-	uitgeskreeu	-	-
uitskrop	-	-	uitgeskrop	-	-
uitskryf	-	-	uitgeskryf	-	-
uitskrywe	-	-	uitgeskrywe	-	-
uitskud	-	-	uitgeskud	-	-
uitskuif	-	-	uitgeskuif	-	-
uitskuiwe	-	-	uitgeskuiwe	-	-
uitskulp	-	-	uitgeskulp	-	-
uitskuur	-	-	uitgeskuur	-	-
uitslaan	-	-	uitgeslaan	-	-
uitslaap	-	-	uitgeslaap	-	-
uitslag	-	-	uitgeslag	-	-
uitsleep	-	-	uitgesleep	-	-
uitsloof	-	-	uitgesloof	-	-
uitsluip	-	-	uitgesluip	-	-
uitsluit	-	-	uitgesluit	-	-
uitslyt	-	-	uitgeslyt	-	-
uitsmee	-	-	uitgesmee	-	-
uitsmeer	-	-	uitgesmeer	-	-
uitsmokkel	-	-	uitgesmokkel	-	-
uitsmyt	-	-	uitgesmyt	-	-
uitsnik	-	-	uitgesnik	-	-
uitsnuffel	-	-	uitgesnuffel	-	-
uitsnuit	-	-	uitgesnuit	-	-
uitsny	-	-	uitgesny	-	-
uitsoek	-	-	uitgesoek	-	-
uitsonder	-	-	uitgesonder	-	-
uitsorteer	-	-	uitgesorteer	-	-
uitspaar	-	-	uitgespaar	-	-
uitspalk	-	-	uitgespalk	-	-
uitspan	-	-	uitgespan	-	-
uitspat	-	-	uitgespat	-	-
uitspeel	-	-	uitgespeel	-	-
uitspel	-	-	uitgespel	-	-
uitspeld	-	-	uitgespeld	-	-
uitspin	-	-	uitgespin	-	-
uitspit	-	-	uitgespit	-	-
uitspoe	-	-	uitgespoe	-	-
uitspoeg	-	-	uitgespoeg	-	-
uitspoel	-	-	uitgespoel	-	-
uitspook	-	-	uitgespook	-	-
uitspreek	-	-	uitgespreek	-	-
uitsprei	-	-	uitgesprei	-	-
uitspring	-	-	uitgespring	-	-
uitspruit	-	-	uitgespruit	-	-
uitspu	-	-	uitgespu	-	-
uitspuit	-	-	uitgespuit	-	-
uitspuug	-	-	uitgespuug	-	-
uitstaan	-	-	uitgestaan	-	-
uitstal	-	-	uitgestal	-	-
uitstamel	-	-	uitgestamel	-	-
uitstamp	-	-	uitgestamp	-	-
uitstap	-	-	uitgestap	-	-
uitsteek	-	-	uitgesteek	-	-
uitstel	-	-	uitgestel	uitstellende	-
uitstem	-	-	uitgestem	-	-
uitsterf	-	-	uitgesterf	uitsterwende	-
uitsterwe	-	-	uitgesterwe	-	-
uitstippel	-	-	uitgestippel	-	-
uitstoel	-	-	uitgestoel	-	-
uitstof	-	-	uitgestof	-	-
uitstoom	-	-	uitgestoom	-	-
uitstoot	-	-	uitgestoot	-	-
uitstorm	-	-	uitgestorm	-	-
uitstort	-	-	uitgestort	-	-
uitstotter	-	-	uitgestotter	-	-
uitstraal	-	-	uitgestraal	-	-
uitstraat	-	-	uitgestraat	-	-
uitstreep	-	-	uitgestreep	-	-
uitstrek	-	-	uitgestrek	-	-
uitstrooi	-	-	uitgestrooi	-	-
uitstroom	-	-	uitgestroom	-	-
uitstry	-	-	uitgestry	-	-
uitstryk	-	-	uitgestryk	-	-
uitstulp	-	-	uitgestulp	-	-
uitstuur	-	-	uitgestuur	-	-
uitstyg	-	-	uitgestyg	-	-
uitsuie	-	-	uitgesuie	-	-
uitsuig	-	-	uitgesuig	-	-
uitsuip	-	-	uitgesuip	-	-
uitswaai	-	-	uitgeswaai	-	-
uitswael	-	-	uitgeswael	-	-
uitswawel	-	-	uitgeswawel	-	-
uitsweer	-	-	uitgesweer	-	-
uitsweet	-	-	uitgesweet	-	-
uitswel	-	-	uitgeswel	-	-
uitswem	-	-	uitgeswem	-	-
uitswenk	-	-	uitgeswenk	-	-
uitswerm	-	-	uitgeswerm	-	-
uitsyfer	-	-	uitgesyfer	-	-
uitsypel	-	-	uitgesypel	-	-
uittand	-	-	uitgetand	-	-
uittap	-	-	uitgetap	-	-
uittart	-	-	uitgetart	-	-
uitteer	-	-	uitgeteer	-	-
uitteken	-	-	uitgeteken	-	-
uittel	-	-	uitgetel	-	-
uittippex	-	-	uitgetippex	-	-
uittoring	-	-	uitgetoring	-	-
uittorring	-	-	uitgetorring	-	-
uittrap	-	-	uitgetrap	-	-
uittree	-	-	uitgetree	-	-
uittrek	-	-	uitgetrek	-	-
uittrompet	-	-	uitgetrompet	-	-
uittrompetter	-	-	uitgetrompetter	-	-
uittroon	-	-	uitgetroon	-	-
uitvaar	-	-	uitgevaar	-	-
uitvaardig	-	-	uitgevaardig	-	-
uitval	-	-	uitgeval	-	-
uitvang	-	-	uitgevang	-	-
uitvars	-	-	uitgevars	-	-
uitvat	-	-	uitgevat	-	-
uitvee	-	-	uitgevee	-	-
uitveg	-	-	uitgeveg	-	-
uitveil	-	-	uitgeveil	-	-
uitverkies	-	-	uitverkies	-	-
uitverkoop	-	-	uitverkoop	-	-
uitvind	-	-	uitgevind	-	-
uitvis	-	-	uitgevis	-	-
uitvlieg	-	-	uitgevlieg	-	-
uitvloei	-	-	uitgevloei	-	-
uitvloek	-	-	uitgevloek	-	-
uitvlok	-	-	uitgevlok	-	-
uitvlug	-	-	uitgevlug	-	-
uitvoer	-	-	uitgevoer	uitvoerend	-
uitvors	-	-	uitgevors	-	-
uitvou	-	-	uitgevou	-	-
uitvra	-	-	uitgevra	-	-
uitvreet	-	-	uitgevreet	-	-
uitvroetel	-	-	uitgevroetel	-	-
uitvryf	-	-	uitgevryf	-	-
uitvrywe	-	-	uitgevrywe	-	-
uitwaai	-	-	uitgewaai	-	-
uitwaaier	-	-	uitgewaaier	-	-
uitwan	-	-	uitgewan	-	-
uitwas	-	-	uitgewas	-	-
uitwasem	-	-	uitgewasem	-	-
uitween	-	-	uitgeween	-	-
uitwei	-	-	uitgewei	-	-
uitweie	-	-	uitgeweie	-	-
uitwerk	-	-	uitgewerk	-	-
