# Norwegian Bokmål mined principal parts. Columns: lemma, present, past, past_participle, imperative, present_participle, present_passive.
# '-' = the productive default in src/nob.rs; '|' separates variants.
stryke	-	strøk|strøyk	strøket	-	-	-
stråle	-	strålte	strålt	-	-	-
strø	-	strødde	strødd	-	-	-
strømme	-	-	-	strøm	-	-
studere	-	studerte	studert	-	-	-
stue	-	stua|stuet	stua|stuet	stu	-	-
stupe	-	stupte	stupt	-	-	-
styre	-	styrte	styrt	-	-	-
stålsette	-	stålsatte	stålsatt	-	-	-
støpe	-	støpte	støpt	-	-	-
subtrahere	-	subtraherte	subtrahert	-	-	-
summe	-	-	-	sum	-	-
supplere	-	supplerte	supplert	-	-	-
suspendere	-	suspenderte	suspendert	-	-	-
svare	-	svarte	svart	-	-	-
svi	-	sved|svei|svidde	svidd	-	-	-
svømme	-	svømte	svømt	svøm	-	-
symbolisere	-	symboliserte	symbolisert	-	-	-
syndikere	-	syndikerte	syndikert	-	-	-
synes	-	syntes	syntes	-	-	-
synge	-	sang	sunget	-	-	-
synke	-	sank	sunket	-	-	-
synliggjøre	synliggjør	synliggjorde	synliggjort	-	-	-
syntetisere	-	syntetiserte	syntetisert	-	-	-
sysselsette	-	sysselsatte	sysselsatt	-	-	-
systematisere	-	systematiserte	systematisert	-	-	-
søke	-	søkte	søkt	-	-	-
søle	-	sølte	sølt	-	-	-
taksere	-	takserte	taksert	-	-	-
tale	-	talte	talt	-	-	-
tatovere	-	tatoverte	tatovert	-	-	-
taue	-	taua|tauet	taua|tauet	tau	-	-
tekkes	-	tekkedes|tektes	-	-	-	-
teleportere	-	teleporterte	teleportert	-	-	-
temme	-	-	-	tem	-	-
tendere	-	tenderte	tendert	-	-	-
tenke	-	tenkte	tenkt	-	-	-
tenne	-	tente	tent	-	-	-
terrorisere	-	terroriserte	terrorisert	-	-	-
testamentere	-	testamenterte	testamentert	-	-	-
tie	-	tidde|tiet	tidd|tiet	-	-	-
tilbakebetale	-	tilbakebetalte	tilbakebetalt	-	-	-
tilbakeføre	-	tilbakeførte	tilbakeført	-	-	-
tilbakekalle	-	tilbakekalte	tilbakekalt	-	-	-
tilbakelegge	-	tilbakela	tilbakelagt	-	-	-
tilberede	-	tilberedte	tilberedt	-	-	-
tilbringe	-	tilbrakte	tilbrakt	-	-	-
tilby	-	tilbydde|tilbød|tilbøy	tilbudt|tilbydd	-	-	-
tildele	-	tildelte	tildelt	-	-	-
tilfredsstille	-	tilfredsstilte	tilfredsstilt	-	-	-
tilføre	-	tilførte	tilført	-	-	-
tilføye	-	tilføyde|tilføyet	tilføyd|tilføyet	tilføy	-	-
tilgi	-	tilga|tilgav	tilgitt	-	-	-
tilhøre	-	tilhørte	tilhørt	-	-	-
tilintetgjøre	tilintetgjør	tilintetgjorde	tilintetgjort	-	-	-
tilkalle	-	tilkalte	tilkalt	-	-	-
tilkjennegi	-	tilkjennega|tilkjennegav	tilkjennegitt	-	-	-
tillate	-	tillot	tillatt	-	-	-
tillegge	-	tilla	tillagt	-	-	-
tilrettelegge	-	tilrettela	tilrettelagt	-	-	-
tilsette	-	tilsatte	tilsatt	-	-	-
tilsidesette	-	tilsidesatte	tilsidesatt	-	-	-
tilskrive	-	tilskreiv|tilskrev	tilskrevet	-	-	-
tilstå	-	tilsto|tilstod	tilstått	-	-	-
tilsvare	-	tilsvarte	tilsvart	-	-	-
tiltre	-	tiltrådte	tiltrådt	tiltre	tiltredende	-
tiltrekke	-	tiltrakk	tiltrukket	-	-	-
titrere	-	titrerte	titrert	-	-	-
titulere	-	titulerte	titulert	-	-	-
tjene	-	tjente	tjent	-	-	-
tjenestegjøre	tjenestegjør	tjenestegjorde	tjenestegjort	-	-	-
tolerere	-	tolererte	tolerert	-	-	-
torpedere	-	torpederte	torpedert	-	-	-
torturere	-	torturerte	torturert	-	-	-
trafikkere	-	trafikkerte	trafikkert	-	-	-
trakassere	-	trakasserte	trakassert	-	-	-
transponere	-	transponerte	transponert	-	-	-
transportere	-	transporterte	transportert	-	-	-
tre	-	trådte	trådt	tre	tredende	-
treffe	-	traff	truffet	-	-	-
trekke	-	trakk	trukket	-	-	-
trenge	-	trengte	trengt	-	-	-
trenges	-	trengtes	trengtes	-	-	-
triumfere	-	triumferte	triumfert	-	-	-
trive	-	treiv|trev	trevet|trivd	-	-	-
trives	-	trivdes	trivdes	-	-	-
tro	-	trodde	trodd	-	-	-
trollbinde	-	trollbandt	trollbundet	-	-	-
tru	-	trudde	trudd	-	-	-
true	-	trua|truet	trua|truet	tru	-	-
trå	-	tro|trådde|trådte	trådd|trådt	-	-	-
træ	-	trædde	trædd	-	-	-
turve	tarv	turvte	turvt	-	-	-
tviholde	-	tviholdt	tviholdt	-	-	-
tvile	-	tvilte	tvilt	-	-	-
tvinge	-	tvang	tvunget	-	-	-
tydeliggjøre	tydeliggjør	tydeliggjorde	tydeliggjort	-	-	-
tyrannisere	-	tyranniserte	tyrannisert	-	-	-
tyte	-	tytte|tøt|tøyt	tytt	-	-	-
tåle	-	tålte	tålt	-	-	-
tømme	-	tømte	tømt	tøm	-	-
tørrlegge	-	tørrla	tørrlagt	-	-	-
tøye	-	tøyde	tøyd	tøy	-	-
underdrive	-	underdreiv|underdrev	underdrevet	-	-	-
underholde	-	underholdt	underholdt	-	-	-
underminere	-	underminerte	underminert	-	-	-
underskrive	-	underskreiv|underskrev	underskrevet	-	-	-
undersøke	-	undersøkte	undersøkt	-	-	-
undervise	-	underviste	undervist	-	-	-
undervurdere	-	undervurderte	undervurdert	-	-	-
unne	-	unte	unt	-	-	-
unngå	-	unngikk	unngått	-	-	-
unnlate	-	unnlot	unnlatt	-	-	-
unnskylde	-	unnskyldte	unnskyldt	-	-	-
unnslippe	-	unnslapp	unnsluppet	-	-	-
unnta	-	unntok	unntatt	-	unntakende	-
urinere	-	urinerte	urinert	-	-	-
uskadeliggjøre	uskadeliggjør	uskadeliggjorde	uskadeliggjort	-	-	-
utbetale	-	utbetalte	utbetalt	-	-	-
utbre	-	utbredde|utbredte	utbredd|utbredt	utbre	utbreende	-
utelate	-	utelot	utelatt	-	-	-
utføre	-	utførte	utført	-	-	-
utgi	-	utgav	utgitt	-	-	-
utgjøre	utgjør	utgjorde	utgjort	-	-	-
utkonkurrere	-	utkonkurrerte	utkonkurrert	-	-	-
utløpe	-	utløp	-	-	-	-
utløse	-	utløste	utløst	-	-	-
utløyse	-	utløyste	utløyst	-	-	-
utnevne	-	utnevnte	utnevnt	-	-	-
utpeke	-	utpekte	utpekt	-	-	-
utradere	-	utraderte	utradert	-	-	-
utrangere	-	utrangerte	utrangert	-	-	-
utrope	-	utropte	utropt	-	-	-
utsende	-	utsendte	utsendt	-	-	-
utsette	-	utsatte	utsatt	-	-	-
utskille	-	utskilte	utskilt	-	-	-
utspille	-	utspilte	utspilt	-	-	-
utstede	-	utstedte	utstedt	-	-	-
utstille	-	utstilte	utstilt	-	-	-
utstyre	-	utstyrte	utstyrt	-	-	-
uttale	-	uttalte	uttalt	-	-	-
uttrykke	-	uttrykte	uttrykt	-	-	-
utvinne	-	utvant	utvunnet	-	-	-
vaie	-	vaia|vaiet	vaia|vaiet	vai	-	-
vaksinere	-	vaksinerte	vaksinert	-	-	-
vanskeliggjøre	vanskeliggjør	vanskeliggjorde	vanskeliggjort	-	-	-
vare	-	varte	vart	-	-	-
variere	-	varierte	variert	-	-	-
vedkjenne	-	vedkjente	vedkjent	-	-	-
vedlikeholde	-	vedlikeholdt	vedlikeholdt	-	-	-
vedta	-	vedtok	vedtatt	-	vedtakende	-
vedvare	-	vedvarte	vedvart	-	-	-
vege	-	vog	vegd	-	-	-
veie	-	veide	veid	vei	-	-
velge	-	valgte	valgt	-	-	-
vende	-	vendte	vendt	-	-	-
verdsette	-	verdsatte	verdsatt	-	-	-
verifisere	-	verifiserte	verifisert	-	-	-
vibrere	-	vibrerte	vibrert	-	-	-
videreføre	-	videreførte	videreført	-	-	-
videresende	-	videresendte	videresendt	-	-	-
vie	-	via|vidde|viet|vigde	via|vidd|viet|vigd	vi	-	-
vike	-	veik|vek	veket	-	-	-
ville	vil	ville	-	-	-	-
vinne	-	vant	vunnet	-	-	-
vise	-	viste	vist	-	-	-
vite	veit|vet	visste	visst	-	-	-
vokse	-	vokste	vokst	-	-	-
volde	-	voldte	voldt	-	-	-
voldta	-	voldtok	voldtatt	-	voldtakende	-
vri	-	vred|vrei|vridde	vridd	-	-	-
vurdere	-	vurderte	vurdert	-	-	-
væra	er	var	vært	-	-	-
være	er	var	vært	-	-	-
åpenbare	-	åpenbarte	åpenbart	-	-	-
ødelegge	-	ødela	ødelagt	-	-	-
økonomisere	-	økonomiserte	økonomisert	-	-	-
øse	-	øste	øst	-	-	-
